,index,alignment,equation,solutions,question,Type,Clean,pred
491,1341,"[1, 67]",['X=(6.0*34.0)'],[204.0], 6 students were sitting at each table in the lunchroom. There are 34 tables. How many students were sitting in the lunchroom?,Multiplication,students were sitting at each table in the lunchroom there are tables how many students were sitting in the lunchroom,Multiplication
492,1342,"[11, 33]",['X=(15.0*5.0)'],[75.0], Tyler had 15 dogs. Each dog had 5 puppies. How many puppies does Tyler now have?,Multiplication,tyler had dogs each dog had puppies how many puppies does tyler now have,Multiplication
493,1343,"[16, 36]",['X=(127.0-88.0)'],[39.0], The farmer had 127 apples. He gave 88 apples to his neighbor. How many apples does he have now?,Subtraction,the farmer had apples he gave apples to his neighbor how many apples does he have now,Subtraction
494,1344,"[14, 61]",['X=(37.0*8.0)'],[296.0], Jill invited 37 people to her birthday party. They each ate 8 pieces of pizza. How many pieces of pizza did they eat?,Multiplication,jill invited people to her birthday party they each ate pieces of pizza how many pieces of pizza did they eat,Multiplication
495,1345,"[16, 111]",['X=(2.0*9.0)'],[18.0], Mrs. Hilt uses 2 ounces of detergent to wash a pound of clothes. How many ounces of soap will she use to wash 9 pounds of clothes?,Multiplication,mrs hilt uses ounces of detergent to wash a pound of clothes how many ounces of soap will she use to wash pounds of clothes,Multiplication
496,1346,"[41, 131]",['X=(65899.0+119.0)'],[66018.0]," Mrs. Hilt went to a concert. A total of 65899 people attended the concert. The next week, she went to a second concert, which had 119  more people in attendance. How many people were at the second  concert?",Addition,mrs hilt went to a concert a total of people attended the concert the next week she went to a second concert which had more people in attendance how many people were at the second concert,Addition
497,1347,"[67, 85]",['X=(16.0+14.0)'],[30.0]," Mrs. Hilt baked pies last weekend for a holiday dinner. She baked 16 pecan pies and 14 apples pies. If she wants to arrange all of the pies in  rows of 5 pies each, how many rows will she have?",Addition,mrs hilt baked pies last weekend for a holiday dinner she baked pecan pies and apples pies if she wants to arrange all of the pies in rows of pies each how many rows will she have,Addition
498,1348,"[27, 46]",['X=(3.75/3.0)'],[1.25], Mrs. Hilt needs to share $3.75 equally among 3 total people. How much money will each person get?,Division,mrs hilt needs to share equally among total people how much money will each person get,Division
499,1349,"[16, 39]",['X=(4.0*17.0)'],[68.0], Mrs. Hilt read 4 books. Each book had 17 chapters in it. How many chapters did Mrs. Hilt read?,Multiplication,mrs hilt read books each book had chapters in it how many chapters did mrs hilt read,Multiplication
500,1350,"[15, 58]",['X=(144.0*3.0)'],[432.0], Mrs. Hilt saw 144 bees in the hive. The next day she saw 3 times that many. How many bees did she see on the second day?,Multiplication,mrs hilt saw bees in the hive the next day she saw times that many how many bees did she see on the second day,Multiplication
501,1351,"[77, 184]",['X=(30.0*4.0)'],[120.0], Mrs. Hilt measured the distance from her desk to the water fountain. It was 30 feet. How many feet will Mrs. Hilt walk on her trips to the  fountain if she goes to the water fountain 4 times today?,Multiplication,mrs hilt measured the distance from her desk to the water fountain it was feet how many feet will mrs hilt walk on her trips to the fountain if she goes to the water fountain times today,Multiplication
502,1352,"[27, 54]",['X=(212.0+68.0)'],[280.0], Lucy has an aquarium with 212 fish. She wants to buy 68 more fish. How many fish would Lucy have then?,Addition,lucy has an aquarium with fish she wants to buy more fish how many fish would lucy have then,Addition
503,1353,"[68, 10]",['X=(280.0-212.0)'],[68.0], Lucy has 212 fish. How many more fish does she need to buy to have 280 fish?,Subtraction,lucy has fish how many more fish does she need to buy to have fish,Subtraction
504,1354,"[121, 165]",['X=(157.0+86.0)'],[243.0], Rupert and Ronald aced their math test. So their mother bought for them a wonderful trampoline yesterday. Ronald jumped 157 times on  the trampoline. Rupert jumped 86 more times than Ronald. How many  times did they jump altogether?,Addition,rupert and ronald aced their math test so their mother bought for them a wonderful trampoline yesterday ronald jumped times on the trampoline rupert jumped more times than ronald how many times did they jump altogether,Subtraction
505,1355,"[94, 147]",['X=(36.0+85.0)'],[121.0]," Harry Hound had a terrible earache yesterday. When I peered into his ears yesterday, I found 36 frisky fleas having a party in his right ear and  85 baby fleas sleeping peacefully in his left ear. I cleaned out Harry  Hound's ears. How many fleas perished?",Addition,harry hound had a terrible earache yesterday when i peered into his ears yesterday i found frisky fleas having a party in his right ear and baby fleas sleeping peacefully in his left ear i cleaned out harry hounds ears how many fleas perished,Addition
506,1356,"[24, 49]",['X=(600.0-327.0)'],[273.0], A pet supply store has 600 bags of dog food and 327 bags of cat food. How many more bags of dog food are there than cat food?,Subtraction,a pet supply store has bags of dog food and bags of cat food how many more bags of dog food are there than cat food,Subtraction
507,1357,"[63, 1]",['X=(750.0-532.0)'],[218.0], 532 people are watching a movie in a theater. The theater has 750 seats. How many seats are empty in the theater?,Subtraction,people are watching a movie in a theater the theater has seats how many seats are empty in the theater,Subtraction
508,1358,"[19, 75]",['X=(23.0*45.0)'],[1035.0], Each bag contains 23 pounds of oranges. How many pounds of oranges are in 45 bags?,Multiplication,each bag contains pounds of oranges how many pounds of oranges are in bags,Multiplication
509,1359,"[60, 112]",['X=(15.0*12.0)'],[180.0], Ellen went to a garage sale to buy chairs. Each chair cost 15 dollars.  How much money did Ellen spend for the 12 chairs she bought?,Multiplication,ellen went to a garage sale to buy chairs each chair cost dollars how much money did ellen spend for the chairs she bought,Multiplication
510,1360,"[44, 83]",['X=(10.0*7.0)'],[70.0], Albert has two snakes. The garden snake is 10 inches long. The boa constrictor is 7 times longer than the garden snake. How long is the boa  constrictor?,Multiplication,albert has two snakes the garden snake is inches long the boa constrictor is times longer than the garden snake how long is the boa constrictor,Subtraction
511,1361,"[28, 71]",['X=(12.0*15.0)'],[180.0]," Albert’s cabbage patch has 12 rows of cabbage. In each row, there are 15 heads of cabbage. How many heads of cabbage does Albert have in  all?",Multiplication,alberts cabbage patch has rows of cabbage in each row there are heads of cabbage how many heads of cabbage does albert have in all,Multiplication
512,1362,"[30, 72]",['X=(12.0*31.0)'],[372.0], Marie can bike at a speed of 12 miles an hour. How far can she bike in 31 hours?,Multiplication,marie can bike at a speed of miles an hour how far can she bike in hours,Multiplication
513,1363,"[13, 74]",['X=(55.0*36.0)'],[1980.0]," Tammy drove 55 miles in one hour. At that rate, how far can she drive in 36 hours?",Multiplication,tammy drove miles in one hour at that rate how far can she drive in hours,Multiplication
514,1364,"[10, 71]",['X=(4.0*504.0)'],[2016.0], It takes 4 apples to make 1 pie. How many apples does it take to make 504 pies?,Multiplication,it takes apples to make pie how many apples does it take to make pies,Multiplication
515,1365,"[10, 57]",['X=(24.0/6.0)'],[4.0], You have 24 cookies and want to share them equally with 6 people. How many cookies would each person get?,Division,you have cookies and want to share them equally with people how many cookies would each person get,Division
516,1366,"[29, 154]",['X=(120.0/10.0)'],[12.0]," You are reading a book with 120 pages. If you want to read the same number of pages each night, how many would you have to read each  night to finish in 10 days?",Division,you are reading a book with pages if you want to read the same number of pages each night how many would you have to read each night to finish in days,Division
517,1367,"[20, 55]",['X=(18.0/2.0)'],[9.0], A cereal box holds 18 cups of cereal. Each serving is 2 cups. How many servings are in the whole box?,Division,a cereal box holds cups of cereal each serving is cups how many servings are in the whole box,Division
518,1368,"[23, 51]",['X=(42.0/3.0)'],[14.0], A box of books weighs 42 pounds. Each book weighs 3 pounds. How many books are there in the box?,Division,a box of books weighs pounds each book weighs pounds how many books are there in the box,Division
519,1369,"[19, 65]",['X=(75.0/3.0)'],[25.0]," Sue’s mother made 75 cookies. She put the cookies in bags, with 3 cookies in each bag. How many bags could she fill up?",Division,sues mother made cookies she put the cookies in bags with cookies in each bag how many bags could she fill up,Division
520,1370,"[14, 35]",['X=(8.0*4.0)'],[32.0], Frank worked 8 hours on the first 4 days of the week. How many hours did he work in all?,Multiplication,frank worked hours on the first days of the week how many hours did he work in all,Multiplication
521,1371,"[57, 113]",['X=(60.0*5.0)'],[300.0], Sue’s family went on vacation. Her mom drove the car at 60 mph. They camped at a campground after traveling for 5 hours. How far was the  campground from their home?,Multiplication,sues family went on vacation her mom drove the car at mph they camped at a campground after traveling for hours how far was the campground from their home,Multiplication
522,1372,"[13, 67]",['X=(55.0*8.0)'],[440.0], Brett drove 55 miles every hour. How many miles would he drive in 8 hours?,Multiplication,brett drove miles every hour how many miles would he drive in hours,Multiplication
523,1373,"[20, 68]",['X=(21.0*3.0)'],[63.0], A perfect score is 21 points. How many points would you have after 3 perfect games in a row?,Multiplication,a perfect score is points how many points would you have after perfect games in a row,Multiplication
524,1374,"[18, 65]",['X=(20.0*3.0)'],[60.0]," Brian’s car gets 20 miles per gallon. On his last trip, he used 3 gallons of gas. How many miles did he travel on his last trip?",Multiplication,brians car gets miles per gallon on his last trip he used gallons of gas how many miles did he travel on his last trip,Multiplication
525,1375,"[16, 66]",['X=(10.0*10.0)'],[100.0], Bob’s car gets 10 kilometers per gallon. How far can he drive on 10 gallons of gas?,Multiplication,bobs car gets kilometers per gallon how far can he drive on gallons of gas,Multiplication
526,1376,"[19, 52]",['X=(8.0*33.0)'],[264.0], Each cup contains 8 ounces. How many ounces are in 33 cups?,Multiplication,each cup contains ounces how many ounces are in cups,Multiplication
527,1377,"[42, 86]",['X=(2.0*23.0)'],[46.0], A chocolate chip cookie recipe calls for 2 cups of chocolate chips. You want to make 23 recipes for a bake sale. How many cups of chocolate  chips will be needed to make all the cookie recipes?,Multiplication,a chocolate chip cookie recipe calls for cups of chocolate chips you want to make recipes for a bake sale how many cups of chocolate chips will be needed to make all the cookie recipes,Multiplication
528,1378,"[51, 68]",['X=(11.0*8.0)'],[88.0], I have a pet golden retriever. Each year he gains 11 pounds. He is 8 years old. How many pounds does he weigh?,Multiplication,i have a pet golden retriever each year he gains pounds he is years old how many pounds does he weigh,Multiplication
529,1379,"[17, 70]",['X=(20.0*14.0)'],[280.0], Mary’s car gets 20 miles per gallon of gas. How far can she drive on 14 gallons of gas?,Multiplication,marys car gets miles per gallon of gas how far can she drive on gallons of gas,Multiplication
530,1380,"[10, 82]",['X=(2.0*8.0)'],[16.0]," I walked 2 miles in 1 hour for Relay for Life. If I maintained this pace for the 8 hours I walk, how many miles total will I walk?",Multiplication,i walked miles in hour for relay for life if i maintained this pace for the hours i walk how many miles total will i walk,Multiplication
531,1381,"[21, 42]",['X=(15.0*3.0)'],[45.0], I walk 1 mile every 15 minutes. I walked 3 miles. How many minutes did it take me ?,Multiplication,i walk mile every minutes i walked miles how many minutes did it take me,Multiplication
532,1383,"[13, 46]",['X=(25.0*247.0)'],[6175.0], Lansing has 25 elementary schools. There are 247 students in each school. How many elementary students are there altogether in Lansing?,Multiplication,lansing has elementary schools there are students in each school how many elementary students are there altogether in lansing,Multiplication
533,1384,"[1, 118]",['X=(256.0/8.0)'],[32.0], 256 students are going to the zoo. They have to be divided into groups so that each teacher has one group. There are 8 teachers. How many  students will be in each group?,Division,students are going to the zoo they have to be divided into groups so that each teacher has one group there are teachers how many students will be in each group,Division
534,1385,"[73, 47]",['X=(2650.0/10.0)'],[265.0], A fruit farm packs oranges in boxes that hold 10 each. One day it packs 2650 oranges. How many boxes did they use?,Division,a fruit farm packs oranges in boxes that hold each one day it packs oranges how many boxes did they use,Division
535,1386,"[71, 46]",['X=(455.0/5.0)'],[91.0]," You want to give your baseball cards to your 5 best friends. You have 455 baseball cards. How many would each get, if you share them  equally?",Division,you want to give your baseball cards to your best friends you have baseball cards how many would each get if you share them equally,Division
536,1387,"[11, 36]",['X=(2080.0-17.0)'],[2063.0]," Ellen had 2080 Legos, but she lost 17 Legos. How many Legos does she have now?",Subtraction,ellen had legos but she lost legos how many legos does she have now,Subtraction
537,1388,"[14, 39]",['X=(115.0*12.0)'],[1380.0], Arthur baked 115 muffins. James baked 12 times as many. How many muffins did James bake?,Multiplication,arthur baked muffins james baked times as many how many muffins did james bake,Multiplication
538,1389,"[11, 76]",['X=(14240.0/8.0)'],[1780.0], There are 14240 books in a library. They are arranged on shelves that hold 8 books each. How many shelves are in the library?,Division,there are books in a library they are arranged on shelves that hold books each how many shelves are in the library,Division
539,1391,"[1, 48]",['X=(219.0/3.0)'],[73.0]," 219 people are going to the zoo, and there are 3 buses to take people. How many will go in each bus if the same number go in each one and  all of the people go to the zoo?",Division,people are going to the zoo and there are buses to take people how many will go in each bus if the same number go in each one and all of the people go to the zoo,Division
540,1392,"[8, 66]",['X=(224.0/8.0)'],[28.0]," I have 224 cents to buy candy. If each piece of bulk candy costs 8 cents, how many gumdrops can I buy?",Division,i have cents to buy candy if each piece of bulk candy costs cents how many gumdrops can i buy,Division
541,1393,"[62, 40]",['X=(860.0-367.0)'],[493.0]," My dog had some bones. Then, he dug up 367 bones. Now he has 860 bones. How many bones did he start with?",Subtraction,my dog had some bones then he dug up bones now he has bones how many bones did he start with,Subtraction
542,1394,"[12, 41]",['X=(1209.0+2186.0)'],[3395.0]," Jazmin had 1209 dolls and Geraldine had 2186 dolls. If they put their dolls together, how many would they have?",Addition,jazmin had dolls and geraldine had dolls if they put their dolls together how many would they have,Addition
543,1395,"[41, 111]",['X=(403.0+287.0)'],[690.0], Mariela was in the hospital and she got 403 get well cards from around the country. When she got home she got 287 more cards from friends  and family. How many get well cards did Mariela get?,Addition,mariela was in the hospital and she got get well cards from around the country when she got home she got more cards from friends and family how many get well cards did mariela get,Addition
544,1396,"[9, 42]",['X=(14.0*6.0)'],[84.0], Cody is 14 years old. His grandmother is 6 times as old as he is. How old is Cody’s grandmother?,Multiplication,cody is years old his grandmother is times as old as he is how old is codys grandmother,Multiplication
545,1397,"[14, 74]",['X=(156.0+187.0)'],[343.0], Jorge scored 156 goals playing soccer last season. This season he scored 187 goals. What is the total number of goals Jorge scored?,Addition,jorge scored goals playing soccer last season this season he scored goals what is the total number of goals jorge scored,Addition
546,1398,"[24, 70]",['X=(563.0-147.0)'],[416.0], Ceasar needs to read a 563 page book for school. He has already read 147 pages. How many pages does he have left to read?,Subtraction,ceasar needs to read a page book for school he has already read pages how many pages does he have left to read,Subtraction
547,1399,"[75, 103]",['X=(219.0+229.0)'],[448.0], Omar and Karen made egg rolls to share at the school potluck. Omar rolled 219 egg rolls. Karen rolled 229 egg rolls. What is the total number  of egg rolls Omar and Karen rolled?,Addition,omar and karen made egg rolls to share at the school potluck omar rolled egg rolls karen rolled egg rolls what is the total number of egg rolls omar and karen rolled,Multiplication
548,1400,"[11, 53]",['X=(873.0-563.0)'],[310.0], Beka flew 873 miles to visit her aunt. Jackson flew 563 miles to visit his aunt. How many more miles did Beka fly than Jackson?,Subtraction,beka flew miles to visit her aunt jackson flew miles to visit his aunt how many more miles did beka fly than jackson,Subtraction
549,1401,"[14, 62]",['X=(679.0+998.0)'],[1677.0], Darius drove 679 miles to visit his grandmother. Julia drove 998 miles to visit her grandmother. What is the total number of miles Darius and Julia  drove?,Addition,darius drove miles to visit his grandmother julia drove miles to visit her grandmother what is the total number of miles darius and julia drove,Addition
550,1402,"[15, 45]",['X=(900.0-156.0)'],[744.0], Isabel bought 900 pieces of paper. She used 156 pieces of the paper. How many pieces of paper does she have left?,Subtraction,isabel bought pieces of paper she used pieces of the paper how many pieces of paper does she have left,Subtraction
551,1403,"[157, 97]",['X=(372.0-212.3)'],[159.7]," Mrs. Hilt looked at her car's odometer before a trip. The odometer showed that she had traveled 212.3 miles. When she stopped for lunch,  the odometer read 372.0. How many miles had she traveled?",Subtraction,mrs hilt looked at her cars odometer before a trip the odometer showed that she had traveled miles when she stopped for lunch the odometer read how many miles had she traveled,Subtraction
552,1404,"[21, 108]",['X=(2436.0/3.0)'],[812.0]," Mrs. Hilt impressed 2436 fans at the basketball game on Friday. If the fans were seated in equal groups on 3 sets of bleachers, how many  fans were on each set?",Division,mrs hilt impressed fans at the basketball game on friday if the fans were seated in equal groups on sets of bleachers how many fans were on each set,Division
553,1405,"[31, 67]",['X=(0.375+0.5)'],[0.875]," Your class had a pizza party. 0.375 of a pizza was left over, and 0.5 of another pizza was left over. You put them both into one box. How much  pizza do you have altogether?",Addition,your class had a pizza party of a pizza was left over and of another pizza was left over you put them both into one box how much pizza do you have altogether,Addition
554,1406,"[24, 62]",['X=(0.6+0.2)'],[0.8], A cake recipe requires 0.6 cup of sugar for the frosting and 0.2 cup of sugar for the cake. How much sugar is that altogether?,Addition,a cake recipe requires cup of sugar for the frosting and cup of sugar for the cake how much sugar is that altogether,Addition
555,1407,"[16, 77]",['X=(0.625-0.25)'],[0.375]," After a party, 0.625 of the cake is left over. That night, big brother eats 0.25 of the cake. How much is left over after that?",Subtraction,after a party of the cake is left over that night big brother eats of the cake how much is left over after that,Subtraction
556,1408,"[38, 96]",['X=(0.75+0.25)'],[1.0], You go out for a long walk. You walk 0.75 mile and then sit down to take a rest. Then you walk 0.25 of a mile. How far did you walk altogether?,Addition,you go out for a long walk you walk mile and then sit down to take a rest then you walk of a mile how far did you walk altogether,Multiplication
557,1409,"[13, 27]",['X=(2.5-0.75)'],[1.75], John needs $2.50. He has $0.75. How much more money does he need?,Subtraction,john needs he has how much more money does he need,Subtraction
558,1410,"[47, 25]",['X=(5.0-0.75)'],[4.25], Jane buys an apple for $0.75 and pays with a $5.00 bill. How much change will she get?,Subtraction,jane buys an apple for and pays with a bill how much change will she get,Subtraction
559,1411,"[12, 47]",['X=(0.7-0.4)'],[0.30000000000000004], John walks 0.7 miles to school and Nina walks 0.4 miles to school. How much farther does John walk than Nina?,Subtraction,john walks miles to school and nina walks miles to school how much farther does john walk than nina,Subtraction
560,1412,"[19, 43]",['X=(28.3*5.0)'],[141.5], One pencil weighs 28.3 grams. How much do 5 pencils weigh?,Multiplication,one pencil weighs grams how much do pencils weigh,Multiplication
561,1413,"[14, 65]",['X=(3.0*2.5)'],[7.5], Andrew spent 3 day working on his Science report. He worked for 2.5 hours each day. How many hours did he work?,Multiplication,andrew spent day working on his science report he worked for hours each day how many hours did he work,Multiplication
