,Type,Clean,label
339,Subtraction,campers went rowing in the morning campers went rowing in the afternoon and campers went rowing in the evening how many more campers went rowing in the morning than in the evening,1
892,Subtraction,campers went rowing in the morning campers went rowing in the afternoon how many more campers went rowing in the afternoon than in the morning,1
981,Subtraction,campers went rowing in the morning campers went rowing in the afternoon how many more campers went rowing in the morning than in the afternoon,1
117,Subtraction,campers went rowing in the morning some more campers went rowing in the afternoon if a total of campers went rowing that day how many campers went rowing in the afternoon,1
465,Subtraction,campers went rowing on a day campers went rowing in the morning and some more campers went rowing in the afternoon how many campers went rowing in the afternoon,1
475,Subtraction,carla has some marbles she bought marbles now she has marbles all together how many did she start with,1
382,Subtraction,carla has some marbles she bought marbles now she has marbles how many did she start with,1
97,Subtraction,carlos has blocks he gives to rachel how many blocks will carlos have,1
73,Subtraction,carlos starts with bananas are eaten by a hippopotamus how many bananas does carlos end with,1
7,Addition,carol collects peanuts carols father gives carol more how many peanuts does carol have,2
198,Subtraction,carol starts with blocks she loses how many blocks does carol end with,1
155,Division,carol was sending out birthday invitations to friends if each package of invitations she bought had invitations in it how many packs does she need so that no friend gets left out,3
632,Division,carol was sending out birthday invitations to friends she bought packs each one having the same number of invitations how many invitations are in each pack,3
599,Subtraction,carol was sending out birthday invitations to her friends each package of invitations she bought had invitations in it and she bought packs if she sends invitations to only friends how many invitations will be left,1
468,Subtraction,carol was sending out birthday invitations to her friends each package of invitations she bought had invitations in it and she bought packs if she wants to invite friends how many extra invitations will she need to buy,1
166,Addition,carol was sending out birthday invitations to her friends each package of invitations she bought had invitations in it and she bought packs then she bought extra invitations how many friends can she invite,2
222,Subtraction,carolyn starts with marbles and oranges she shares with diana how many marbles does carolyn end with,1
